2.000000000000000042e-03,0.000000000000000000e+00,1.824523434355063500e+03
4.000000000000000083e-03,6.176662959585474955e-01,1.904064475006490284e+03
6.000000000000000125e-03,1.227981262952151154e+00,1.959474794581916285e+03
8.000000000000000167e-03,2.721834243468546521e+00,2.094925975356830804e+03
1.000000000000000021e-02,3.646336416574784689e+00,2.220989717542910512e+03
1.200000000000000025e-02,5.591057454237871482e+00,2.425281956864530002e+03
1.400000000000000029e-02,7.735624815807249810e+00,2.607147346465942519e+03
1.600000000000000033e-02,9.459857713714233896e+00,2.806702260781782115e+03
1.800000000000000211e-02,1.214187011315257614e+01,3.015422165670684990e+03
2.000000000000000389e-02,1.464891374736968999e+01,3.234013098875974265e+03
2.200000000000000566e-02,1.786048418750989342e+01,3.439294247502408780e+03
2.400000000000000744e-02,2.007397824880115067e+01,3.669098410332461754e+03
2.600000000000000921e-02,2.420410160981726477e+01,3.886452572917219641e+03
2.800000000000001099e-02,2.658721897391852806e+01,4.126325514005522564e+03
3.000000000000001277e-02,3.078762930099581752e+01,4.341750788962407569e+03
3.200000000000001454e-02,3.353407504513787529e+01,4.583918845447018612e+03
3.400000000000001632e-02,3.645735180471917403e+01,4.814543293050306602e+03
3.600000000000001810e-02,3.951180223459498819e+01,5.049329725129819963e+03
3.800000000000001987e-02,4.330421151090683907e+01,5.285111992393712171e+03
4.000000000000002165e-02,4.733301280571735248e+01,5.517275542468675667e+03
4.200000000000002343e-02,5.156076065775313566e+01,5.742881491956821264e+03
4.400000000000002520e-02,5.594645209644782824e+01,5.962614690666899151e+03
4.600000000000002698e-02,6.044458556472926603e+01,6.174713721539913422e+03
4.800000000000002875e-02,6.494368466881897461e+01,6.379313560935358510e+03
5.000000000000003053e-02,6.862924884076321064e+01,6.537219879525141550e+03
5.200000000000003231e-02,7.285466900284077951e+01,6.710353429992713245e+03
5.400000000000003408e-02,7.743417653471064455e+01,6.883052181517569807e+03
5.600000000000003586e-02,8.218254695980938607e+01,7.050535212516222600e+03
5.800000000000003764e-02,8.701063609017744227e+01,7.209698411041241343e+03
6.000000000000003941e-02,9.189064769462225968e+01,7.360001873445698948e+03
6.200000000000004119e-02,9.678848582129998590e+01,7.500803747853965433e+03
6.400000000000004297e-02,1.016944317850082200e+02,7.632065233381380494e+03
6.600000000000004474e-02,1.065931277542853479e+02,7.753662847876670639e+03
6.800000000000004652e-02,1.114758293121121255e+02,7.865639081314310715e+03
7.000000000000004829e-02,1.163316936618736577e+02,7.968022719202188455e+03
7.200000000000005007e-02,1.211518853965874882e+02,8.060900610800816139e+03
7.400000000000005185e-02,1.259273469477849119e+02,8.144371652923760848e+03
7.600000000000005362e-02,1.306488336308488556e+02,8.218538883465111212e+03
7.800000000000005540e-02,1.353070078921361414e+02,8.283490310173974649e+03
8.000000000000005718e-02,1.398908410473752895e+02,8.339280232154389523e+03
8.200000000000005895e-02,1.443982024868316216e+02,8.386121491020468966e+03
8.400000000000006073e-02,1.488220356812313980e+02,8.424239400273247156e+03
8.600000000000006251e-02,1.531576929914784557e+02,8.453911332467900138e+03
8.800000000000006428e-02,1.573903972741421740e+02,8.475454298513741378e+03
9.000000000000006606e-02,1.615289385923782390e+02,8.488962887042027432e+03
9.200000000000006783e-02,1.655507676831019239e+02,8.494526394656129924e+03
9.400000000000006961e-02,1.694666898153603540e+02,8.492333255399824338e+03
9.600000000000007139e-02,1.732651130105198263e+02,8.482598714418943928e+03
9.800000000000007316e-02,1.769433650980609229e+02,8.465667558771921904e+03
1.000000000000000749e-01,1.804958074537307482e+02,8.441858902558436967e+03
1.020000000000000767e-01,1.839183190877238019e+02,8.411503160577824019e+03
1.040000000000000785e-01,1.872065892803955194e+02,8.374919397912128261e+03
1.060000000000000803e-01,1.903568059912637693e+02,8.332424203995486096e+03
1.080000000000000820e-01,1.933653825213690709e+02,8.284327275686944631e+03
1.100000000000000838e-01,1.962287120088141990e+02,8.230933608500949049e+03
1.120000000000000856e-01,1.989399790511221795e+02,8.172509303080298196e+03
1.140000000000000874e-01,2.014930215313281678e+02,8.109306730814831099e+03
1.160000000000000892e-01,2.038884373350925046e+02,8.041635668742438611e+03
1.180000000000000909e-01,2.061254334647402402e+02,7.969805636567367401e+03
1.200000000000000927e-01,2.082019083706638582e+02,7.894237756564399206e+03
1.220000000000000945e-01,2.101267212727415483e+02,7.815680633190111621e+03
1.240000000000000963e-01,2.118905420156302739e+02,7.733797272290020373e+03
1.260000000000000842e-01,2.134927074739280499e+02,7.648818400552542698e+03
1.280000000000000859e-01,2.149308984094896573e+02,7.560924114327942334e+03
1.300000000000000877e-01,2.162043749938642918e+02,7.470397003534095347e+03
1.320000000000000895e-01,2.173111911035827291e+02,7.377664223188411597e+03
1.340000000000000913e-01,2.182325393611524760e+02,7.282748799192982005e+03
1.360000000000000930e-01,2.189998958259641029e+02,7.186259186458461954e+03
1.380000000000000948e-01,2.196009793321922814e+02,7.087881684260772090e+03
1.400000000000000966e-01,2.200350864201245713e+02,6.987678008825504548e+03
1.420000000000000984e-01,2.202996716875809682e+02,6.885816741330885634e+03
1.440000000000001001e-01,2.203314225038149345e+02,6.782563734060339812e+03
1.460000000000001019e-01,2.191909517065840873e+02,6.665340425798935939e+03
1.480000000000001037e-01,2.183643103411899631e+02,6.554098892252601217e+03
1.500000000000001055e-01,2.156009829942657348e+02,6.326898008170082903e+03
1.520000000000001072e-01,2.144911798695100060e+02,6.244940615901019555e+03
1.540000000000001090e-01,2.132788166485725583e+02,6.139767168911404951e+03
1.560000000000001108e-01,2.127290973537164120e+02,6.061048198627649981e+03
1.580000000000001126e-01,2.116261924443475948e+02,5.967236885225660444e+03
1.600000000000001144e-01,2.107230918946417546e+02,5.883013906315739405e+03
1.620000000000001161e-01,2.094594102317783211e+02,5.793101642643583546e+03
1.640000000000001179e-01,2.081734573970246629e+02,5.707181985189183251e+03
1.660000000000001197e-01,2.066346986395277838e+02,5.619578473376683178e+03
1.680000000000001215e-01,2.049804255078737469e+02,5.534092889480628401e+03
1.700000000000001232e-01,2.031277722084552408e+02,5.448733042579990979e+03
1.720000000000001250e-01,2.028251341788756008e+02,5.365104621961398152e+03
1.740000000000001268e-01,1.974614968480366883e+02,5.023692395126940028e+03
1.760000000000001286e-01,1.974812684790333321e+02,5.066345465886143757e+03
1.780000000000001303e-01,1.937311715928240403e+02,4.969349634465540476e+03
1.800000000000001321e-01,1.937176858698679496e+02,4.983878363497203281e+03
1.820000000000001339e-01,1.864234697986517801e+02,4.921350207669114752e+03
1.840000000000001357e-01,1.834589523649753460e+02,4.907864308369455102e+03
1.860000000000001374e-01,1.793443614942087265e+02,4.845967229071027759e+03
1.880000000000001392e-01,1.769052483195847856e+02,4.809868798368124772e+03
1.900000000000001410e-01,1.737422677121031711e+02,4.750306808693055245e+03
1.920000000000001428e-01,1.712808053652435376e+02,4.704591426224661518e+03
1.940000000000001446e-01,1.684075798804706210e+02,4.647700280150385879e+03
1.960000000000001463e-01,1.627359775751402822e+02,4.495906952530985109e+03
1.980000000000001481e-01,1.613990854492881510e+02,4.491833233321298394e+03
2.000000000000001499e-01,1.572363340335417661e+02,4.416972613394775180e+03
2.020000000000001517e-01,1.556810566354190257e+02,4.400331736132700826e+03
2.040000000000001534e-01,1.519177679814378905e+02,4.338850313751094291e+03
2.060000000000001552e-01,1.498496293090977645e+02,4.315243348524107205e+03
2.080000000000001570e-01,1.461377904058454931e+02,4.264365689043019302e+03
2.100000000000001588e-01,1.429644566163602519e+02,4.215429222881495662e+03
2.120000000000001605e-01,1.398620790759807733e+02,4.192926684785396901e+03
2.140000000000001623e-01,1.366828643475288914e+02,4.164256940349087017e+03
2.160000000000001641e-01,1.337404095625180105e+02,4.142926813755684634e+03
2.180000000000001659e-01,1.303547142799477854e+02,4.117885077420783091e+03
2.200000000000001676e-01,1.252138301403580556e+02,4.117021712470595958e+03
2.220000000000001694e-01,1.183746318754716356e+02,4.125620332655948914e+03
2.240000000000001712e-01,1.127841283391904028e+02,4.133604030882651386e+03
2.260000000000001730e-01,1.077389414281904720e+02,4.135887521087636742e+03
2.280000000000001747e-01,1.029498021452288015e+02,4.139813051879910745e+03
2.300000000000001765e-01,9.801363957518769610e+01,4.146283642935273747e+03
2.320000000000001783e-01,9.268061038238155902e+01,4.158932693497237779e+03
2.340000000000001801e-01,8.204605709035864436e+01,4.230123567852330780e+03
2.360000000000001819e-01,7.281478569339427054e+01,4.293309726369292548e+03
2.380000000000001836e-01,6.492483348383863984e+01,4.345895322504647993e+03
2.400000000000001854e-01,5.793909343392555655e+01,4.383950130201092179e+03
2.420000000000001872e-01,5.186267431876382972e+01,4.415026541065336460e+03
2.440000000000001890e-01,4.629026533620928063e+01,4.438628207076726540e+03
2.460000000000001907e-01,4.113913455840076949e+01,4.460651018588464467e+03
2.480000000000001925e-01,3.662520743234355791e+01,4.481480604228801894e+03
2.500000000000001665e-01,2.983929992725743574e+01,4.430584373037259866e+03
2.520000000000001683e-01,2.746154880072012361e+01,4.503534723998887785e+03
2.540000000000001701e-01,2.073462448534049329e+01,4.486623786994199691e+03
2.560000000000001719e-01,1.896825242419667390e+01,4.558247163998144060e+03
2.580000000000001736e-01,1.239625128478441596e+01,4.547605319187018722e+03
2.600000000000001754e-01,1.064638014097987728e+01,4.619194457699729355e+03
2.620000000000001772e-01,4.091247549220578428e+00,4.612086323708202144e+03
2.640000000000001790e-01,2.231000661047957134e+00,4.682930815018352405e+03
2.660000000000001807e-01,0.000000000000000000e+00,4.621836330165979234e+03
2.680000000000001825e-01,0.000000000000000000e+00,4.739862269848088545e+03
2.700000000000001843e-01,0.000000000000000000e+00,4.708070574129257693e+03
2.720000000000001861e-01,0.000000000000000000e+00,4.829343468849082456e+03
2.740000000000001878e-01,0.000000000000000000e+00,4.797510620372810990e+03
2.760000000000001896e-01,0.000000000000000000e+00,5.228254896671368442e+03
2.780000000000001914e-01,0.000000000000000000e+00,5.431176913393191171e+03
2.800000000000001932e-01,0.000000000000000000e+00,5.734152700016836206e+03
2.820000000000001950e-01,0.000000000000000000e+00,5.809896001528906709e+03
2.840000000000001967e-01,0.000000000000000000e+00,6.025609479720411400e+03
2.860000000000001985e-01,0.000000000000000000e+00,6.034571800021705712e+03
2.880000000000002003e-01,0.000000000000000000e+00,6.333687269916029436e+03
2.900000000000002021e-01,0.000000000000000000e+00,6.421907383796828071e+03
2.920000000000002038e-01,0.000000000000000000e+00,6.707658027567190402e+03
2.940000000000002056e-01,0.000000000000000000e+00,6.781926270225634653e+03
2.960000000000002074e-01,0.000000000000000000e+00,7.063128399270120099e+03
2.980000000000002092e-01,0.000000000000000000e+00,4.974895047751741004e+03
3.000000000000002109e-01,0.000000000000000000e+00,3.990873648123356361e+03
3.020000000000002127e-01,0.000000000000000000e+00,3.646276029515249320e+03
3.040000000000002145e-01,4.309770115979933536e+01,4.317675691973696303e+03
3.060000000000002163e-01,2.115033243602696444e+01,4.251023474188895307e+03
3.080000000000002180e-01,6.234457472740692907e+01,4.705123322889732663e+03
3.100000000000002198e-01,3.967240288928653769e+01,4.308404384503503934e+03
3.120000000000002216e-01,8.413932844247213438e+01,4.739602470584061848e+03
3.140000000000002234e-01,5.411189229719933991e+01,4.244392402395327736e+03
3.160000000000002252e-01,9.866174999265328438e+01,4.687952652135077187e+03
3.180000000000002269e-01,6.412459317271799364e+01,4.176245403916243959e+03
3.200000000000002287e-01,1.409251609584867424e+02,5.047002281839312673e+03
3.220000000000002305e-01,8.937429444631570163e+01,4.221774933741368841e+03
3.240000000000002323e-01,1.710969577209866941e+02,5.367666288187483588e+03
3.260000000000002340e-01,9.968878340948171513e+01,4.957741057857881060e+03
3.280000000000002358e-01,1.963682793324291822e+02,6.760606413120204707e+03
3.300000000000002376e-01,8.994191044526317569e+01,5.408882949103564897e+03
3.320000000000002394e-01,2.210426493053120396e+02,7.464666469116381450e+03
3.340000000000002411e-01,6.945075492823451668e+01,5.251025377345260495e+03
3.360000000000002429e-01,2.551011902913091092e+02,8.002281987272124752e+03
3.380000000000002447e-01,4.722756166861370275e+01,4.915820049260919404e+03
3.400000000000002465e-01,3.068940177502973938e+02,8.812947104942866645e+03
3.420000000000002482e-01,1.692286427442228813e+01,4.542293871894082258e+03
3.440000000000002500e-01,3.836212269467843043e+02,1.014511732026746176e+04
3.460000000000002518e-01,0.000000000000000000e+00,4.350223765998372073e+03
3.480000000000002536e-01,5.031706763608024744e+02,1.260991779063848662e+04
3.500000000000002554e-01,0.000000000000000000e+00,4.872145450147988413e+03
3.520000000000002571e-01,6.975531838313830804e+02,1.740113519485041616e+04
3.540000000000002589e-01,0.000000000000000000e+00,7.602471419106184840e+03
